عنوان,نوع معامله,محله,متراژ,سال ساخت,تعداد اتاق,قیمت کل,قیمت هر متر,طبقه,تاریخ انتشار,لینک
سوئیت و آپارتمان مبله روزانه - تمیز و امن,رهن و اجاره,انقلاب,۱۰۰۰,۱۴۰۵,+۴,,,بالاتر از ۳۰,۱۵ مرداد ۱۴۰۵، ۱۱:۵۳,https://divar.ir/v/ga0N0XAH
فروش آپارتمان لاهیجان,فروش,شهید آوینی,۱۰۵,۱۴۰۵,۲,"‏۱۱,۵۵۰,۰۰۰,۰۰۰ تومان","‏۱۱۰,۰۰۰,۰۰۰ تومان",۶,۱۵ مرداد ۱۴۰۵، ۱۱:۵۱,https://divar.ir/v/ga0REDPo
واحد نقلی در لوکیشن خرمشهر,فروش,گلستان,۷۵,۱۳۹۷,۲,"‏۸,۹۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۸,۶۶۶,۰۰۰ تومان",۲ از ۳,۱۵ مرداد ۱۴۰۵، ۱۱:۲۷,https://divar.ir/v/ga05jZYM
اجاره آپارتمان مستقل در خیابان آزادگان,رهن و اجاره,کوی خزر,۸۵,۱۳۸۹,۲,,,۱ از ۴,۱۵ مرداد ۱۴۰۵، ۱۱:۰۶,https://divar.ir/v/ga0hj4-s
آپارتمان 100متری درسه طبقه,رهن و اجاره,مهرگان,۱۰۰,۱۴۰۴,۲,,,۲ از ۳,۱۱ مرداد ۱۴۰۵، ۱۳:۰۲,https://divar.ir/v/gav5QPHI
زمین چسبیده به طرح لاهیجان نخجیر,فروش,لیالستان,,,,"‏۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵,۰۰۰,۰۰۰ تومان",,۱۵ مرداد ۱۴۰۵، ۱۰:۴۴,https://divar.ir/v/gawh0lfW
۱۰۰۰ متر باغ چای,فروش,لیل,,,,"‏۱,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱,۵۰۰,۰۰۰ تومان",,۱۵ مرداد ۱۴۰۵، ۱۰:۳۵,https://divar.ir/v/ga0Fj8w8
زمین ۲۳۰۰ متری با سند تک برگ لاهیجان چوشل,فروش,شیشه گران,,,,"‏۲۶,۴۰۰,۰۰۰,۰۰۰ تومان","‏۱۱,۴۷۸,۰۰۰ تومان",,۱۶ تیر ۱۴۰۵، ۱۵:۵۳,https://divar.ir/v/gaM1eNVE
آپارتمان شخصی ساز ۲طبقه۲واحد فروش,فروش,فیاض,۱۹۵,۱۴۰۱,۳,"‏۵۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۸۲,۰۵۱,۰۰۰ تومان",۱ از ۲,۱۵ مرداد ۱۴۰۵، ۱۰:۰۹,https://divar.ir/v/ga0tC967
فروش ویلای روستایی با چشم انداز بی نظیر,فروش,لیل,۳۰۰,۱۴۰۱,۲,"‏۳۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۴۱,۴۷۷,۰۰۰ تومان",,۱۵ مرداد ۱۴۰۵، ۰۹:۵۹,https://divar.ir/v/ga0lCcTS
فروش زمین های مسکونی باغی و مزرعه به صورت مزائیده,فروش,آهندان,,,,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱,۰۰۰,۰۰۰ تومان",,۱۵ مرداد ۱۴۰۵، ۰۹:۲۵,https://divar.ir/v/ga09BJhT
فروش ویلایی نوساز دوبلکس,فروش,امیرشهید,۱۱۰,۱۴۰۱,۲,"‏۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۳,۳۳۳,۰۰۰ تومان",,۱۵ مرداد ۱۴۰۵، ۰۷:۴۱,https://divar.ir/v/ga0JgS3J
۶۴۰۹ متر زمین داخل طرح هادی ذاکله بر لاهیجان,فروش,آهندان,,,,"‏۴۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۶,۵۵۳,۰۰۰ تومان",,۱۵ مرداد ۱۴۰۵، ۰۱:۵۴,https://divar.ir/v/gazdb4oF
سویت نوساز۷۰م شیک ۱خ مستقل پارکینگدارکرسی بلند,رهن و اجاره,گلستان,۷۰,۱۴۰۰,۱,,,همکف,۱۵ مرداد ۱۴۰۵، ۰۱:۱۸,https://divar.ir/v/gaz5aDXd
فروش زمین ۶۸۰ متری باویو تالاب سوستان,فروش,لیل,,,,"‏۲۷,۲۰۰,۰۰۰,۰۰۰ تومان","‏۴۰,۰۰۰,۰۰۰ تومان",,۱۸ تیر ۱۴۰۵، ۱۸:۵۸,https://divar.ir/v/gaP5bI3J
زمین بینظیر 460متری_تماما مسکونی_ویو ابدی کوهستان,فروش,آهندان,,,,"‏۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۸,۴۷۸,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۵۷,https://divar.ir/v/gazx5uw4
باغ‌رستورانی 1200متری کم‌نظیر_ویو ابدی کوه_تهاتر,فروش,شیخ زاهد,,,,"‏۱۱۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۸۶,۹۵۶,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۵۵,https://divar.ir/v/gazxJO8I
زمین مسکونی 200 متری_ویوابدی_بدون مشابه_نخجیر,فروش,لیالستان,,,,"‏۵,۸۵۰,۰۰۰,۰۰۰ تومان","‏۲۹,۲۵۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۵۳,https://divar.ir/v/gaztJuLx
خانه ویلا ۱۸۰۰ متری واقع در روستای گوشکجان پاشاکی,فروش,لفمجان,,,,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۶,۱۱۱,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۵۰,https://divar.ir/v/gazt5Fuc
باغ‌ویلای لوکس۱۳۸۰ متری_۶۰۰ متر بنا _ ۵ خواب مستر,فروش,لیالستان,۶۰۰,۱۴۰۳,+۴,"‏۷۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۵۶,۸۸۴,۰۰۰ تومان",,۱۵ تیر ۱۴۰۵، ۱۵:۲۹,https://divar.ir/v/gaLhZnw8
ویلا 600متری کوهستانی_ فول فرنیش_ خاص و کم‌نظیر,فروش,شیخ زاهد,۲۰۰,۱۴۰۴,۳,"‏۲۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۴۷,۵۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۴۹,https://divar.ir/v/gazp5pOR
فروش خانه کلنگی,فروش,لفمجان,,,,"‏۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۴۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۴۳,https://divar.ir/v/gazl5Edh
۲۷۰ متر ، کاربری مسکونی ، پروانه ساخت ، کتشال,فروش,لیل,,,,"‏۱۰,۵۰۰,۰۰۰,۰۰۰ تومان","‏۳۹,۳۲۵,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۲۷,https://divar.ir/v/gazVJkUE
زمین به متراژ 307متر به فروش میرسد,فروش,لیل,,,,"‏۶,۷۵۰,۰۰۰,۰۰۰ تومان","‏۲۱,۹۸۶,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۳:۲۵,https://divar.ir/v/gazRJ81N
8600متر باغ چای,فروش,لیل,,,بدون اتاق,"‏۲,۹۰۰,۰۰۰,۰۰۰ تومان","‏۳۳۷,۰۰۰ تومان",,۸ مرداد ۱۴۰۵، ۱۴:۱۷,https://divar.ir/v/gartCtWx
اجاره مغازه,رهن و اجاره,بازکیاگوراب,۴۲,۱۳۸۲,بدون اتاق,,,,۱۴ مرداد ۱۴۰۵، ۲۱:۴۵,https://divar.ir/v/gaz1HqQc
اجاره کلبه زیبا در لاهیجان فاصله تا شهر ۶کیلومتر,رهن و اجاره,آهندان,۲۵,۱۴۰۵,۱,,,,۱۴ مرداد ۱۴۰۵، ۲۱:۰۲,https://divar.ir/v/gazJHGsw
زمین مسکونی سند دار,فروش,لیل,,,,"‏۴۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۶,۵۱۱,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۰:۳۳,https://divar.ir/v/gazlGjyN
خانه ویلایی دربازکیاگوراب دربهترین موقعیت,فروش,بازکیاگوراب,۹۵,۱۳۹۰,۲,"‏۹,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴۸,۱۲۸,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۲۰:۱۳,https://divar.ir/v/gazhmQgL
ویلایی عرصه و عیان گلستان ۱۱ چند قدمی استخر,فروش,گلستان,۱۵۰,۱۳۷۷,۳,"‏۴۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۶,۸۶۲,۰۰۰ تومان",,۲۱ اردیبهشت ۱۴۰۵، ۱۸:۰۰,https://divar.ir/v/gaBcujSS
مغازه 20 متری باسرقفلی و مالکیت,فروش,گلستان,۲۰,۱۳۹۴,بدون اتاق,"‏۵,۵۰۰,۰۰۰,۰۰۰ تومان","‏۲۷۵,۰۰۰,۰۰۰ تومان",,۲۱ خرداد ۱۴۰۵، ۱۱:۰۲,https://divar.ir/v/gaqQ2ZN7
آپارتمان نوساز ۱۲۵متری قیمت کاسبی,فروش,گلستان,۱۲۵,۱۴۰۴,۲,"‏۱۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۴۴,۰۰۰,۰۰۰ تومان",۲ از ۵,۱۵ تیر ۱۴۰۵، ۱۹:۱۱,https://divar.ir/v/gaLxchk-
19هزار متر شالیزار سنتی لاهیجان گلرودبار متری ۴۰۰,فروش,بازکیاگوراب,,,,"‏۷۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴,۰۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۹:۵۹,https://divar.ir/v/gazN2l1Y
۳۸۰متر و ۷۲۰ متر زمین مسکونی لیالستان ویو ابدی,فروش,لیالستان,,,,"‏۱۱,۴۰۰,۰۰۰,۰۰۰ تومان","‏۳۰,۰۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۹:۲۹,https://divar.ir/v/gaz1VZAG
آپارتمان ۸۲متری رهن و اجاره کاشف شرقی میدان معلم,رهن و اجاره,شقایق,۸۲,۱۳۹۰,۲,,,۴,۱۰ مرداد ۱۴۰۵، ۱۵:۵۷,https://divar.ir/v/gatZeC0l
زمین مسکونی,فروش,خمیر کلایه,,,,"‏۱۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۴,۷۴۲,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۹:۰۸,https://divar.ir/v/gazhF4sS
یک واحد آپارتمان طبقه اول,رهن و اجاره,لیل,۷۵,۱۳۹۶,۱,,,۱,۱۴ مرداد ۱۴۰۵، ۱۸:۵۳,https://divar.ir/v/gazV1VxZ
ویلا دوبلکس_سند مادر منگوله دار_متراژ ۲۸۰متر,فروش,بازکیاگوراب,۱۳۵,۱۴۰۴,۲,"‏۱۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۵۳,۵۷۱,۰۰۰ تومان",,۸ مرداد ۱۴۰۵، ۱۱:۱۹,https://divar.ir/v/garFgTyl
فروش تعدادی واحد متراژ پایین تا ۶ میلیارد,فروش,گلستان,۶۶,۱۴۰۰,۲,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۵,۷۵۷,۰۰۰ تومان",۱,۱۴ مرداد ۱۴۰۵، ۱۸:۰۱,https://divar.ir/v/gazlUNLi
فروش آپارتمان لوکس ویو ابدی,فروش,شهید آوینی,۱۲۰,۱۴۰۴,۲,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۶۶,۶۶۶,۰۰۰ تومان",۵,۱۴ مرداد ۱۴۰۵، ۱۸:۰۰,https://divar.ir/v/gazZkhpT
فروش فوری زمین وخانه ویلایی,فروش,لفمجان,۷۰,۱۴۰۰,۲,"‏۵,۲۵۰,۰۰۰,۰۰۰ تومان","‏۱۰,۵۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۷:۵۷,https://divar.ir/v/gazd00-D
فروش آپارتمان فوری فوری زیر قیمت لاهیجان,فروش,گلستان,۱۰۷,۱۴۰۴,۲,"‏۱۳,۸۵۰,۰۰۰,۰۰۰ تومان","‏۱۲۹,۴۳۹,۰۰۰ تومان",۱ از ۴,۱۴ مرداد ۱۴۰۵، ۱۷:۵۷,https://divar.ir/v/gazdkZ5Y
یک واحدآپارتمان۷۷متری در کیاموسوی لاهیجان,فروش,شهرک فرهنگیان,۷۷,۱۳۹۶,۲,"‏۵,۹۵۰,۰۰۰,۰۰۰ تومان","‏۷۷,۲۷۲,۰۰۰ تومان",۳,۱۵ تیر ۱۴۰۵، ۱۵:۴۰,https://divar.ir/v/gaLpZYoV
اپارتمان نقلی,فروش,کوه بیجار,۶۰,۱۴۰۲,۲,"‏۸,۲۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۶,۶۶۶,۰۰۰ تومان",۱,۱۴ مرداد ۱۴۰۵، ۱۷:۲۹,https://divar.ir/v/gazFUKto
فروش ویلا برای خاص پسندان در شهرک سلمان,فروش,شهرک سلمان فارسی,۱۴۰,۱۴۰۱,۳,"‏۲۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۸۳,۳۳۳,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۷:۰۴,https://divar.ir/v/gaz5yZKR
واحد ۷۵ متری در شیخ زاهد_نوساز کلید اول فول,فروش,شیخ زاهد,۷۵,۱۴۰۵,۲,"‏۱۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۰۰,۰۰۰,۰۰۰ تومان",۱,۱۴ مرداد ۱۴۰۵، ۱۶:۵۶,https://divar.ir/v/gazlzvvl
رهن و اجاره آپارتمان شیک  در گلستان فرد لاهیجان,رهن و اجاره,گلستان,۸۶,۱۴۰۳,۲,,,۱ از ۵,۱۳ مرداد ۱۴۰۵، ۰۲:۰۰,https://divar.ir/v/gaxZBUCQ
واحد ۱۰۵ متری دوخواب فول_حزین,فروش,حزین,۱۰۵,۱۴۰۵,۲,"‏۱۹,۹۵۰,۰۰۰,۰۰۰ تومان","‏۱۹۰,۰۰۰,۰۰۰ تومان",۳,۱۴ مرداد ۱۴۰۵، ۱۶:۴۴,https://divar.ir/v/gazZT9no
خیابان کارگر فول امکانات,فروش,رجایی,۱۲۵,۱۳۹۸,۲,"‏۲۰,۸۵۰,۰۰۰,۰۰۰ تومان","‏۱۶۶,۸۰۰,۰۰۰ تومان",۳ از ۴,۱۴ مرداد ۱۴۰۵، ۱۶:۴۰,https://divar.ir/v/gazZDF3o
فروش زمین مسکونی با سند ششدانگ,فروش,لیالستان,,,,"‏۷۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۲۹,۳۵۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۵:۳۹,https://divar.ir/v/gazdSasA
فروش یک قطعه زمین ۲۰۰متری در لاهیجان,فروش,طالقانی,,,,"‏۱۲,۰۰۰,۰۰۰ تومان","‏۶۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۵:۲۸,https://divar.ir/v/gazVCP2k
ویلا نوساز بیجاربنه پایین,رهن کامل,لیالستان,۱۰۰,۱۴۰۳,۱,,,,۱۴ مرداد ۱۴۰۵، ۱۴:۵۹,https://divar.ir/v/gaz5xXxI
فروش آپارتمان 58 متری  گلستان فرد,فروش,گلستان,۵۸,۱۳۹۸,۱,"‏۶,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۵,۱۷۲,۰۰۰ تومان",۲ از ۲,۱۳ مرداد ۱۴۰۵، ۱۰:۳۸,https://divar.ir/v/gax9orZe
واحد ۱۰۰ متری بر اصلی بلوار امام رضا,رهن کامل,گلستان,۱۰۵,۱۳۹۵,۲,,,۱ از ۳,۱۴ مرداد ۱۴۰۵، ۱۴:۳۷,https://divar.ir/v/gazlRUS_
زمین,فروش,لیل,,,,"‏۸,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۴,۰۱۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۴:۱۱,https://divar.ir/v/gawRIUFM
فروش زمین مسکونی سند تک برگ دره جیر لاهیجان,فروش,آهندان,,,,"‏۲۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۴,۰۷۱,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۳:۵۸,https://divar.ir/v/gaz9gjkb
زمین سند دار مسکونی,فروش,لیالستان,,,,"‏۱۰,۳۰۰,۰۰۰,۰۰۰ تومان","‏۲۱,۳۲۵,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۳:۵۲,https://divar.ir/v/gaz5gxj9
ویلا در لاهیجان,رهن کامل,کوی زمانی,۸۵,۱۳۸۰,۲,,,,۱۴ مرداد ۱۴۰۵، ۱۳:۳۸,https://divar.ir/v/gazpgZq-
واحد 70 متری دوخواب ویو دار,فروش,کوه بیجار,۷۱,۱۳۹۲,۲,"‏۸,۲۰۰,۰۰۰,۰۰۰ تومان","‏۱۱۵,۴۹۲,۰۰۰ تومان",۳ از ۳,۲۱ خرداد ۱۴۰۵، ۰۹:۵۸,https://divar.ir/v/gaqUFhaU
فروش واحد ۶۸ متری طبقه اول ۱ خوابه,فروش,لیالستان,۶۸,۱۴۰۰,۱,"‏۵,۴۴۰,۰۰۰,۰۰۰ تومان","‏۸۰,۰۰۰,۰۰۰ تومان",۱,۱۴ مرداد ۱۴۰۵، ۱۳:۰۸,https://divar.ir/v/gazNgk8U
ویلا ۱۴۵شهری . معاوضه,فروش,کوی زمانی,۷۵,۱۳۸۰,۲,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۸۳,۳۳۳,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۵۷,https://divar.ir/v/gazFgtMn
فروش زمین باغی در روستای لواسی محله,فروش,کوی زمانی,,,,"‏۲۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۶,۲۵۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۵۰,https://divar.ir/v/gay9ffja
آپارتمان کلید نخورده کوه زمانی,فروش,بوجایه,۸۳,۱۴۰۵,۲,"‏۶,۸۰۰,۰۰۰,۰۰۰ تومان","‏۸۱,۹۲۷,۰۰۰ تومان",۲ از ۳,۷ مرداد ۱۴۰۵، ۱۲:۵۸,https://divar.ir/v/gapRcrMT
زمین ۳۰۰ متری، مناسب ساخت ویلا یا سرمایه گذاری,فروش,آهندان,,,,"‏۲,۹۰۰,۰۰۰,۰۰۰ تومان","‏۹,۶۶۶,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۴۱,https://divar.ir/v/gayd7K2T
زمین,فروش,آهندان,,,,"‏۱۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۷,۴۶۰,۰۰۰ تومان",,۱۷ خرداد ۱۴۰۵، ۱۱:۰۱,https://divar.ir/v/gal0hIa_
زمین مناسب ساخت در خیابان سبحان قابل تهاتر,فروش,شهرک جانبازان,,,,"‏۱۴,۵۰۰,۰۰۰,۰۰۰ تومان","‏۶۳,۰۴۳,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۲۹,https://divar.ir/v/gaytPTrn
مرغداری ۲۰۰۰قطعه ای با مجوز با ۶هزار متر زمین,فروش,کوی آزادگان,,,۲,"‏۲۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۴,۱۶۶,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۲۴,https://divar.ir/v/gaylfI1Z
زمین ۲۱۰ متری در وحدت ۶,فروش,بوجایه,,,,"‏۱۱,۴۵۰,۰۰۰,۰۰۰ تومان","‏۵۴,۵۲۳,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۰۵,https://divar.ir/v/gay1urYB
اجاره واحد ۸۰ متری دوخواب با تراس طبقه سوم,رهن و اجاره,کاروانسرابر,۸۰,۱۳۹۲,۲,,,۳ از ۳,۱۴ مرداد ۱۴۰۵، ۱۲:۰۰,https://divar.ir/v/gayRfiKh
زمین با لوکیشن عالی، آماده انتقال سند,فروش,لفمجان,,,,"‏۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۰,۰۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۲:۰۰,https://divar.ir/v/gayR_Rfd
فرصت استثنایی خرید ویلای شیک,فروش,لفمجان,۱۳۰,۱۴۰۵,۲,"‏۱۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۶,۳۶۳,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۱:۵۱,https://divar.ir/v/gayJPKsU
اجاره زمین تجاری,رهن و اجاره,جمهوری,۸۶۰,۱۴۰۰,بدون اتاق,,,,۱۴ مرداد ۱۴۰۵، ۱۱:۵۰,https://divar.ir/v/gayJPMY-
فروش ۳۸۰۰ متر زمین با ۷۰ متر بر نزدیک ساحل چاف,فروش,رجایی,,,,"‏۶,۸۰۰,۰۰۰,۰۰۰ تومان","‏۱,۷۸۹,۰۰۰ تومان",,۱۳ مرداد ۱۴۰۵، ۲۰:۴۵,https://divar.ir/v/gay5xGPi
زمین داخل طرح هادی و باغی چسبیده به ویلای شیک,فروش,شیشه گران,,,,"‏۹۰۰,۰۰۰,۰۰۰ تومان","‏۴,۵۰۰,۰۰۰ تومان",,۱۸ خرداد ۱۴۰۵، ۱۵:۳۷,https://divar.ir/v/gamArUMJ
فروش یک باب ویلایی در منظریه مناسب برای ساخت,فروش,شهید آوینی,,,,"‏۲۹,۷۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۵,۰۰۰,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۱:۲۹,https://divar.ir/v/gay1uSpq
۱۰۰ متری گلستان یکم,فروش,گلستان,۱۰۰,۱۴۰۵,۲,"‏۱۸,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۸۵,۰۰۰,۰۰۰ تومان",۳ از ۵,۱۴ مرداد ۱۴۰۵، ۱۱:۲۲,https://divar.ir/v/gayt-kxF
فروش زمین مسکونی,فروش,امیرشهید,,,,"‏۵,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۰,۷۰۶,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۱:۱۳,https://divar.ir/v/gayl-pHq
فروش دو زمین و خونه در لاهیجان,فروش,بازکیاگوراب,۲۵,۱۳۸۹,۲,"‏۱۲,۰۰۰,۰۰۰,۰۰۰ تومان","‏۳۴,۲۸۵,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۱:۰۰,https://divar.ir/v/gayFesxx
فروش واحد مستقل ۷۸ متری ۲خواب فاصله تااستخر ۲دقیقه,فروش,گلستان,۷۸,۱۳۹۶,۲,"‏۹,۴۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۰,۵۱۲,۰۰۰ تومان",۲,۱۴ مرداد ۱۴۰۵، ۱۰:۴۱,https://divar.ir/v/gayFu6e8
آپارتمان ۷۰ متری میدان هدایت,فروش,یوسف آباد,۷۰,۱۳۹۵,۲,"‏۶,۲۰۰,۰۰۰,۰۰۰ تومان","‏۸۸,۵۷۱,۰۰۰ تومان",۴ از ۴,۱۴ مرداد ۱۴۰۵، ۱۰:۲۹,https://divar.ir/v/gay5d-pq
۵۸ متر گلستان ۱۱,فروش,گلستان,۵۸,۱۳۹۳,۱,"‏۷,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۲,۴۱۳,۰۰۰ تومان",همکف از ۳,۲۰ تیر ۱۴۰۵، ۱۰:۴۱,https://divar.ir/v/gaRxOJDF
۵۰ متر خزر,فروش,کوی خزر,۵۰,۱۳۹۱,۱,"‏۵,۱۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۲,۰۰۰,۰۰۰ تومان",همکف از ۳,۲۸ تیر ۱۴۰۵، ۱۰:۲۹,https://divar.ir/v/gacV3iJD
فروش زمین با واحد مسکونی کوی استادان,فروش,کوی استادان,,,,"‏۴۱,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۹,۳۳۳,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۱۰:۱۰,https://divar.ir/v/gaypdxTx
فروش آپارتمان بر اصلی خیابان سعدی,فروش,شیشه گران,۹۲,۱۴۰۱,۲,"‏۱۴,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۲,۱۷۳,۰۰۰ تومان",۲,۱۱ مرداد ۱۴۰۵، ۰۹:۴۲,https://divar.ir/v/gau9Nhjp
یک واحد آپارتمان نقلی در لاهیجان چند قدمی استخر,فروش,کوی خزر,۵۳,۱۳۹۰,۱,"‏۶,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۲۲,۶۴۱,۰۰۰ تومان",۱ از ۳,۱۴ مرداد ۱۴۰۵، ۰۹:۵۳,https://divar.ir/v/gayZdi5m
رهن ویلای گلستان ۱۱,رهن و اجاره,گلستان,۱۴۰,۱۳۹۰,۲,,,,۷ مرداد ۱۴۰۵، ۱۷:۴۶,https://divar.ir/v/gaqpg88e
فروش آپارتمان ۸۰ متری در میدان چای لاهیجان,فروش,حاجی آباد,۸۰,۱۴۰۰,۲,"‏۶,۰۰۰,۰۰۰,۰۰۰ تومان","‏۷۵,۰۰۰,۰۰۰ تومان",۱ از ۲,۱۴ مرداد ۱۴۰۵، ۰۹:۴۵,https://divar.ir/v/gayR9yEy
ویلا لوکس330متری ویو ابدی کوهستان_استخر_سندتک‌برگ,فروش,آهندان,۲۰۰,۱۴۰۴,۲,"‏۳۰,۰۰۰,۰۰۰,۰۰۰ تومان","‏۹۰,۹۰۹,۰۰۰ تومان",,۱۴ مرداد ۱۴۰۵، ۰۹:۳۵,https://divar.ir/v/gawx7TTJ
لاهیجان فروش آپارتمان تجاری 116 متری 22 آبان,فروش,انقلاب,۹۶,۱۴۰۴,۲,"‏۲۱,۸۰۰,۰۰۰,۰۰۰ تومان","‏۲۲۷,۰۸۳,۰۰۰ تومان",۹,۱۴ مرداد ۱۴۰۵، ۰۹:۲۴,https://divar.ir/v/gay9M0F_
فروش واحد ۱۱۶ متری کلید نخورده در لاهیجان,فروش,کاروانسرابر,۱۱۶,۱۴۰۵,۲,"‏۱۲,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۰۷,۷۵۸,۰۰۰ تومان",۱,۱۶ تیر ۱۴۰۵، ۱۰:۱۶,https://divar.ir/v/gaMB6qMP
لاهیجان فروش آپارتمان 106 متری در شیشه گران,فروش,رجایی,۱۰۶,۱۴۰۳,۲,"‏۱۴,۸۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۹,۶۲۲,۰۰۰ تومان",۱,۱۴ مرداد ۱۴۰۵، ۰۹:۱۳,https://divar.ir/v/gay1sPN0
لاهیجان فروش آپارتمان 130 متری در گلستان,فروش,گلستان,۱۳۰,۱۴۰۵,۲,"‏۱۹,۵۰۰,۰۰۰,۰۰۰ تومان","‏۱۵۰,۰۰۰,۰۰۰ تومان",۱ از ۵,۱۴ مرداد ۱۴۰۵، ۰۹:۰۸,https://divar.ir/v/gayxcL13
لاهیجان فروش آپارتمان 100 متری در منظریه,فروش,شهید آوینی,۱۰۰,۱۴۰۵,۲,"‏۱۳,۰۰۰,۰۰۰,۰۰۰ تومان","‏۱۳۰,۰۰۰,۰۰۰ تومان",۳ از ۵,۱۴ مرداد ۱۴۰۵، ۰۹:۰۶,https://divar.ir/v/gaytMXNE
